id,nombre
16899,1 KING BED NON SMOKING + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
16778,1 KING BED ROOM
11523,1 KING BED STANDARD
12238,1 KING BED SUITE
12265,1 KING BED SUITE RIVER VIEW NON SMOKING
15416,"1 KING BED, SUITE, RIVER VIEW, NON SMOKING"
12650,1 KING CLASSIC OCEAN VIEW
12737,1 KING JUNIOR SUITE OCEAN VIEW
12472,1 KING JUNIOR SUITE PARK VIEW
547,1 KING PREMIUM
545,1 KING PREMIUM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
11021,1 KING PREMIUM BALCONY
14176,1 KING PREMIUM BALCONY    NO REEMBOLSABLE
12136,1 KING PREMIUM BALCONY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
11034,1 KING PREMIUM BALCONY SEA VIEW
12146,1 KING PREMIUM BALCONY SEA VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
11022,1 KING PREMIUM INTERIOR
14178,1 KING PREMIUM INTERIOR    NO REEMBOLSABLE
12139,1 KING PREMIUM INTERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
14768,1 MURPHY BED  DELUXE  FAMILY ROOM  NON SMOKING   SINGLE OCCUPANCY   FULL BOARD INCLUDED
11213,1 MURPHY BED  DELUXE  FAMILY ROOM  NONSMOKING
11172,1 MURPHY BED  DELUXE FAMILY ROOM  NONSMOKING
12261,1 MURPHY BED DELUXE FAMILY ROOM NON SMOKING
14072,1 PERSON IN 4 BED DORMITORY   MIXED
14071,1 PERSON IN 8 BED DORMITORY   MIXED
12302,1 QN BED PREMIUM OCEAN VIEW SUITE NON SMOKING
11386,1 QUEEN 2 TWIN PREMIUM
11223,1 QUEEN BED  PREMIUM OCEAN VIEW SUITE  NONSMOKING
454,1 QUEEN BED STANDARD
14594,1 QUEEN BED STANDARD    NO REEMBOLSABLE
483,1 QUEEN CLASSIC
476,1 QUEEN CLASSIC    NO REEMBOLSABLE
11338,1 QUEEN CLASSIC BALCONY
11253,1 QUEEN CLASSIC CITY VIEW
14273,1 QUEEN CLASSIC CITY VIEW    NO REEMBOLSABLE
11280,1 QUEEN CLASSIC RIVER VIEW
540,1 QUEEN STANDARD
537,1 QUEEN STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
5345,13 días Ponferrada - Santiago de Compostela
2095,2 ADULTS+1CHILD
14125,2 BEDROOM APARTMENT WITH TERRACE NON REFUNDABLE
14045,2 BEDROOM FAMILY APARTMENT
11244,2 BEDROOM SUITE
12322,2 BEDROOM SUITE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
11284,2 BEDROOM SUITE SEA VIEW
12379,2 BEDROOM SUITE SEA VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
14067,2 BEDROOMS PREMIUM SINGLE SUITE
14109,2 BEDROOMS SINGLE APARTMENT WITH RIVER VIEW
682,2 CONNECTINGROOMS FAMILYROOM
14977,2 DOUBLE BEDS
16779,2 DOUBLE BEDS ROOM
12208,2 DOUBLE BEDS STANDARD
12196,2 DOUBLE BEDS STANDARD CITY VIEW
1099,2 DREAMER DOUBLE ROOM (MI   QUEN)
3103,2 noches Viernes
16906,2 QUEEN BEDS DELUXE FAMILY ROOM CITY VIEW NON SMOKING
16902,2 QUEEN BEDS MOBILITY ACCESSIBLE ROOM NON SMOKING
16901,2 QUEEN BEDS MOBILITY ACCESSIBLE ROOM NON SMOKING + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
16889,2 QUEEN BEDS NON SMOKING
16918,2 QUEEN BEDS NON SMOKING   TARIFA EMPAQUETADA
11477,2 SINGLE BEDS STANDARD
14381,2 SINGLE BEDS STANDARD    NO REEMBOLSABLE
1264,2 SINGLE STANDARD
14375,2 SINGLE STANDARD    NO REEMBOLSABLE
1437,2 SUPERIOR ROOM (MI   DQUE)
11109,2 TWIN BEDS  ACCESSIBLE  NONSMOKING
11078,2 TWIN BEDS  DELUXE VILLAGE VIEW  NONSMOKING
11108,2 TWIN BEDS  PREMIUM LATERAL OCEAN VIEW  NON SMOKING
11127,2 TWIN BEDS  PREMIUM OCEAN FRONT  NONSMOKING
12200,2 TWIN BEDS ACCESSIBLE NON SMOKING
12172,2 TWIN BEDS DELUXE VILLAGE VIEW NON SMOKING
12201,2 TWIN BEDS PREMIUM LATERAL OCEAN VIEW NON SMOKING
12289,2 TWIN BEDS PREMIUM OCEAN FRONT HIGH FLOOR NON SMOKING
12223,2 TWIN BEDS PREMIUM OCEAN FRONT NON SMOKING
453,2 TWIN BEDS STANDARD
11515,2 TWIN BEDS STANDARD SINGLE SOFA BED
13513,2 TWIN BEDS SUPERIOR ROOM RIVER VIEW NON SMOKING
15392,"2 TWIN BEDS, SUPERIOR ROOM, RIVER VIEW, NON SMOKING"
484,2 TWIN CLASSIC
477,2 TWIN CLASSIC    NO REEMBOLSABLE
11283,2 TWIN CLASSIC RIVER VIEW
502,2 TWIN DELUXE
12716,2 TWIN PREMIUM OCEAN VIEW
11464,2 TWIN STANDARD
14380,2 TWIN STANDARD    NO REEMBOLSABLE
11012,2 TWIN STANDARD SEA VIEW BALCONY
14173,2 TWIN STANDARD SEA VIEW BALCONY    NO REEMBOLSABLE
14179,2 TWIN STANDARD SEA VIEW BALCONY   TARIFA EMPAQUETADA    NO REEMBOLSABLE
12126,2 TWIN STANDARD SEA VIEW BALCONY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
1634,2AD+1CHILD ATIC
14124,3 BEDROOM APARTMENT UPPER FL. NON REFUNDABLE
14113,3 BEDROOMS APARTMENT
1105,3 SUPERIOR TRIPLE ROOM (MI   DSUN)
4465,36 dias San Sebastian-Santiago de Compostela 2025
1106,4 DELUXE ROOM (MI   DKNG)
2806,5 JUNIOR SUITE (MI   JSTE)
3121,5 noches (Domingo)
14521,501 BY LOVELYSTAY
12793,6 BED FEMALE COMMUNITY DORM WITH SHARED BATHROOM
3340,ADULT EXTRA BED
11258,ALFAMA PROMO
11329,ALFAMA ROOM
15871,ALFAMA ROOM 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 36%
15870,ALFAMA ROOM 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 36%
11314,ALFAMA ROOM NONREFUNDABLE
11860,ALMADA NEGREIROS SUITE KING BD PANORAMIC VIEWS OF THE CITY LOCATED 3RD FLOOR
7,ALWAYS ME COURTYARD VIEWS
6,ALWAYS ME COURTYARD VIEWS    NO REEMBOLSABLE
8,ALWAYS ME COURTYARD VIEWS   TARIFA EMPAQUETADA
512,AMBASSADOR SUITE
977,APARTAMENTO
987,APARTAMENTO   ESTANDARD APARTAMENTO STANDARD
989,APARTAMENTO   ESTANDARD FLEXIBLE RATE
992,APARTAMENTO   ESTANDARD NO REEMBOLSABLE
982,APARTAMENTO   ESTANDARD NON REFUNDABLE PREPAID RATE
993,APARTAMENTO   ESTANDARD OPACA
994,APARTAMENTO   ESTANDARD OPACA NRF
1001,APARTAMENTO   ESTANDARD PÚBLICA
988,APARTAMENTO   ESTANDARD TARIFA FLEXIBLE
983,APARTAMENTO   ESTANDARD TARIFA PREPAGO NO REEMBOLSABLE
14968,APARTAMENTO   VISTA CIUDAD
998,APARTAMENTO   VISTA JARDIN APARTAMENTO VISTAS AL JARDÍN
13167,APARTAMENTO 1 DORMITORIO
13094,APARTAMENTO 1 DORMITORIO FAMILIAR
13231,APARTAMENTO 1 DORMITORIO VISTA CIUDAD
3405,APARTAMENTO 2 DORMITORIOS
15039,APARTAMENTO 3 BEDROOMS
569,APARTAMENTO 3 DORMITORIOS
13214,APARTAMENTO 4 DORMITORIOS
13228,APARTAMENTO BALCÓN O TERRAZA 1 DORMITORIO
15005,APARTAMENTO CAPACIDAD 4
14272,APARTAMENTO CLASSIC
14260,APARTAMENTO CLASSIC    NO REEMBOLSABLE
14480,APARTAMENTO COM KITCHENETTE    NO REEMBOLSABLE
14470,APARTAMENTO COM KITCHENETTE   TARIFA EMPAQUETADA    NO REEMBOLSABLE
16517,"APARTAMENTO COMFORT, 1 QUARTO 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 10%"
16491,"APARTAMENTO COMFORT, 1 QUARTO 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
16521,"APARTAMENTO COMFORT, 1 QUARTO 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL <U>PACKAGE RATE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
16495,"APARTAMENTO COMFORT, 1 QUARTO 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
14753,APARTAMENTO DELUXE
15051,APARTAMENTO DELUXE 1 BEDROOM
15738,APARTAMENTO DELUXE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%
16608,APARTAMENTO DELUXE 1 CAMA QUEEN SIZE + PREÇO PARA MEMBROS: 10%
16549,APARTAMENTO DELUXE 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%
14481,APARTAMENTO DOS CAMAS    NO REEMBOLSABLE
14473,APARTAMENTO DOS CAMAS   TARIFA EMPAQUETADA    NO REEMBOLSABLE
14919,APARTAMENTO FAMILIAR
15827,APARTAMENTO FAMILIAR 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%
15789,APARTAMENTO FAMILIAR 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%
15826,APARTAMENTO FAMILIAR 1 SOFÁ CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%
15791,APARTAMENTO FAMILIAR 1 SOFÁ CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%
15043,"APARTAMENTO FAMILIAR, 4 HABITACIONES"
14828,APARTAMENTO GARDEN VIEW 1 BEDROOM
14835,APARTAMENTO GRAND
14370,APARTAMENTO GRAND    NO REEMBOLSABLE
14285,APARTAMENTO GRAND DELUXE   TARIFA EMPAQUETADA    NO REEMBOLSABLE
13077,APARTAMENTO LUJO
13217,APARTAMENTO LUJO 1 DORMITORIO
13101,APARTAMENTO LUJO 1 DORMITORIO FAMILIAR
14946,APARTAMENTO PREMIUM
16693,"APARTAMENTO PREMIUM, 1 QUARTO, VISTA PARA A PISCINA 2 CAMAS INDIVIDUAIS E 2 SOFÁS CAMAS INDIVIDUAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 22%"
16686,"APARTAMENTO PREMIUM, 1 QUARTO, VISTA PARA A PISCINA 2 CAMAS INDIVIDUAIS E 2 SOFÁS CAMAS INDIVIDUAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
16338,"APARTAMENTO STANDARD, 1 QUARTO 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 35%"
16539,"APARTAMENTO STANDARD, 1 QUARTO, TERRAÇO 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL + PREÇO PARA MEMBROS: 10%"
16494,"APARTAMENTO STANDARD, 1 QUARTO, TERRAÇO 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
16604,"APARTAMENTO STANDARD, 1 QUARTO, TERRAÇO 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL <U>PACKAGE RATE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
16543,"APARTAMENTO STANDARD, 1 QUARTO, TERRAÇO 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
15059,APARTAMENTO SUPERIOR
13204,APARTAMENTO SUPERIOR 1 DORMITORIO
16996,APARTAMENTO SUPERIOR 1 DORMITORIO 1 CAMA
14670,APARTAMENTO SUPERIOR 3 DORMITORIOS
15060,APARTAMENTO SUPERIOR TRES DORMITORIOS
14592,"APARTAMENTO SUPERIOR, 1 CAMA DE MATRIMONIO GRANDE, BAÑO PRIVADO"
16431,"APARTAMENTO SUPERIOR, 1 CAMA KING SIZE, CASA DE BANHO PRIVATIVA + PROMOÇÃO PRIVADA: POUPE 5%"
16650,"APARTAMENTO SUPERIOR, 2 QUARTOS, VISTA PARA O OCEANO 4 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
14631,APARTAMENTO UN DORMITORIO    NO REEMBOLSABLE
1000,APARTAMENTO VISTA JARDIN   ESTANDARD FLEXIBLE RATE
1004,APARTAMENTO VISTA JARDIN   ESTANDARD NO REEMBOLSABLE
991,APARTAMENTO VISTA JARDIN   ESTANDARD NON REFUNDABLE PREPAID RATE
1003,APARTAMENTO VISTA JARDIN   ESTANDARD OPACA
1005,APARTAMENTO VISTA JARDIN   ESTANDARD OPACA NRF
1009,APARTAMENTO VISTA JARDIN   ESTANDARD PÚBLICA
999,APARTAMENTO VISTA JARDIN   ESTANDARD TARIFA FLEXIBLE
990,APARTAMENTO VISTA JARDIN   ESTANDARD TARIFA PREPAGO NO REEMBOLSABLE
13147,APARTAMENTO VISTA JARDIN 1 DORMITORIO
978,APARTAMENTO VISTA JARDIN- TARIFA NO REEMBOLSABLE
16998,APARTAMENTO VISTA MAR 1 DORMITORIO
16997,APARTAMENTO VISTA MAR CON COCINA 1 DORMITORIO
13237,APARTAMENTO VISTA PISCINA 1 DORMITORIO PREMIUM
975,APARTAMENTO- TARIFA NO REEMBOLSABLE
14603,"APARTAMENTO, 1 HABITACIÓN"
16368,"APARTAMENTO, 1 QUARTO (2 ADULTOS + 2 CRIANÇAS) 1 CAMA DE CASAL E 1 BELICHE INDIVIDUAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
16015,"APARTAMENTO, 1 QUARTO 2 CAMAS INDIVIDUAIS E 1 SOFÁ CAMA INDIVIDUAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 18%"
16031,"APARTAMENTO, 1 QUARTO 2 CAMAS INDIVIDUAIS E 1 SOFÁ CAMA INDIVIDUAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
15034,"APARTAMENTO, 2 HABITACIONES"
16703,"APARTAMENTO, 4 QUARTOS 4 CAMAS DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
16698,"APARTAMENTO, 4 QUARTOS 4 CAMAS DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
16704,"APARTAMENTO, 4 QUARTOS 8 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
16697,"APARTAMENTO, 4 QUARTOS 8 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
1229,APARTMENT
13512,APARTMENT   NON REFUNDABLE
13505,APARTMENT 1 BEDROOM
14147,APARTMENT 2 BEDROOMS
13543,APARTMENT 2 BEDROOMS   SUPERIOR +
13539,APARTMENT 2 BEDROOMS +
1091,APARTMENT 2 BEDROOMS 4 PAX
14149,APARTMENT 3 ROOMS
13008,APARTMENT BUNK BED
12900,APARTMENT CAPACITY 4
12924,APARTMENT CAPACITY 4 TWO BEDROOMS + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12307,APARTMENT CLASSIC
13001,APARTMENT DELUXE
12998,APARTMENT DELUXE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12999,APARTMENT DELUXE ONE BEDROOM
13006,APARTMENT DELUXE SUPERIOR
13002,APARTMENT DELUXE SUPERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
1392,APARTMENT DUPLEX
12538,APARTMENT GRAND
12345,APARTMENT GRAND DELUXE
12837,APARTMENT ONE BEDROOM
2133,APARTMENT ONE BEDROOM (2 ADULTS)
2132,APARTMENT ONE BEDROOM (CAPACITY 3)
12880,APARTMENT ONE BEDROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
828,APARTMENT STANDARD
826,APARTMENT STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
13005,APARTMENT SUPERIOR
13004,APARTMENT SUPERIOR THREE BEDROOMS
12967,APARTMENT THREE BEDROOMS + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12981,APARTMENT TWO BEDS
12825,APARTMENT WITH DOUBLE BED
14136,APARTMENT WITH KITCHENETTE WITH BATHROOM
14135,APARTMENT WITH KITCHENETTE WITH BATHROOM   TARIFA EMPAQUETADA
1256,"APARTMENT, 1 BEDROOM"
1315,"APARTMENT, 1 BEDROOM, TERRACE"
1319,"APARTMENT, 2 BEDROOMS, TERRACE"
8843,"APARTMENT,1 DOUBLE BED AND 1 QUEEN SOFA BED,NONSMOKING + SAVE10%"
6738,"APARTMENT,1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE"
6749,"APARTMENT,1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
6740,"APARTMENT,2 TWIN BEDS AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE"
6746,"APARTMENT,2 TWIN BEDS AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
13633,APT 1 ROOM (1 PERSON)
14601,APTO 1 DORMITORIO ESTANDAR TARIFA BAR EN AD
14595,APTO 1 DORMITORIO ESTANDAR TARIFA NR EN AD NO REEMBOLSABLE
965,ÁTICO
71,ÁTICO BALCÓN O TERRAZA 1 CAMA
73,ÁTICO BALCÓN O TERRAZA 1 CAMA JACUZZI
449,ÁTICO ECONÓMICA
74,ÁTICO LUJO BALCÓN O TERRAZA 1 CAMA JACUZZI
15058,"ÁTICO, 2 HABITACIONES, BALCÓN, VISTAS A LA CIUDAD"
13362,ATTIC (1 PERSON)
15328,ATTIC BB
12654,ATTIC DOUBLE SINGLE USE ROOM
1253,ATTIC FOR 2 PERS
15316,ATTIC RO
13876,ATTIC ROOM
14900,ATTIC ROOM   SINGLE
13390,ATTIC SINGLE USE
5565,AUTHENTIC
5561,AUTHENTIC + EXCLUSIVE DISCOUNT
387,AVANI DELUXE ROOM
384,AVANI DELUXE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
380,AVANI ROOM
378,AVANI ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
385,AVANI SUPERIOR ROOM
381,AVANI SUPERIOR ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
386,AVANI SUPERIOR VIEW ROOM
382,AVANI SUPERIOR VIEW ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
390,AVANI TRIPLE ROOM
388,AVANI TRIPLE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
383,AVANI VIEW ROOM
379,AVANI VIEW ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
14066,AVENIDA DOUBLE SUITE (FULL DOUBLE BED)
14065,AVENIDA DOUBLE SUITE (FULL DOUBLE BED) (BED TYPE IS SUBJECT TO AVAILABILITY)
12058,"AVENIDA, DELUXE, DOUBLE BED, WITH VIEW"
12053,"AVENIDA, DELUXE, TWIN BEDS, WITH VIEW"
12026,"AVENIDA, SUPERIOR, DOUBLE BED, WITH VIEW"
12015,"AVENIDA, SUPERIOR, TWIN BEDS, WITH VIEW"
11996,"AVENUE, DELUXE"
11967,"AVENUE, DELUXE, SINGLE"
11983,"AVENUE, DOUBLE OR TWIN BED"
11987,"AVENUE, QUEEN BED"
11988,"AVENUE, TWIN BEDS"
11318,BAIRRO ROOM
5005,Bakour oh nice costa del sol 2025
16640,BAR ROOM 1 CAMA QUEEN SIZE
16632,BAR ROOM 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U>
215,BASIC    NO REEMBOLSABLE
217,BASIC   TARIFA EMPAQUETADA    NO REEMBOLSABLE
1318,"BASIC APARTMENT, 2 BEDROOMS"
1379,BASIC DOUBLE ROOM
3044,BASIC DOUBLE ROOM (INTERIOR)
13577,BASIC DOUBLE ROOM 1 QUEEN BED NON REFUNDABLE
1277,BASIC DOUBLE ROOM GARDEN VIEW
14073,"BASIC DOUBLE ROOM, 1 DOUBLE BED, SHARED BATHROOM (9) NON REFUNDABLE"
13502,"BASIC LOFT, 1 QUEEN BED, PRIVATE BATHROOM"
13498,"BASIC LOFT, 1 QUEEN BED, PRIVATE BATHROOM + "
6122,BASIC ROOM
14075,BASIC ROOM DOUBLE BED NON REFUNDABLE
13484,"BASIC ROOM, 1 DOUBLE BED + "
13503,"BASIC STUDIO, 1 QUEEN BED, PRIVATE BATHROOM"
13500,"BASIC STUDIO, 1 QUEEN BED, PRIVATE BATHROOM + "
1284,BASIC TRIPLE ROOM GARDEN VIEW
13576,"BASIC TRIPLE ROOM, SHARED BATHROOM , 3 TWIN BEDS + "
1278,BASIC TWIN ROOM GARDEN VIEW
13485,"BASIC TWIN ROOM, 2 TWIN BEDS + "
3413,BAY BEACH ROOM (2 ADULTS + 1 CHILD)
1681,BAY BEACH ROOM (2 ADULTS)
3412,BAY BEACH ROOM (3 ADULTS)
2779,BAY LATERAL ROOM (2 ADULTS + 1 CHILD))
3415,BAY LATERAL ROOM (2 ADULTS + 2 CHILDREN)
1411,BAY LATERAL ROOM (2 ADULTS)
3410,BAY LATERAL ROOM (3 ADULTS)
1405,BAY ROOM (2 ADULTS)
14576,BED IN 10 BED MIXED DORMITORY ROOM
13564,BED IN 4 BED FEMALE DORM SHARED BATHROOM
14128,BED IN 4 BED FEMALE DORM SHARED BATHROOM   TARIFA EMPAQUETADA
13558,BED IN 4 BED FEMALE DORM SHARED BATHROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
13563,BED IN 4 BED MALE DORM SHARED BATHROOM
14127,BED IN 4 BED MALE DORM SHARED BATHROOM   TARIFA EMPAQUETADA
13559,BED IN 4 BED MALE DORM SHARED BATHROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
13568,BED IN 4 BED MIXED DORMITORY ROOM   NON REFUNDABLE
13570,BED IN 4 BED MIXED DORMITORY ROOM   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE
13567,BED IN 4 BEDDED MIXED DORMITORY (2 TWIN BUNK BEDS)   PACKAGE RATE
13561,BED IN 6 BED FEMALE DORM SHARED BATHROOM
13472,BED IN 6 BED FEMALE DORMITORY ROOM WITH ENSUITE   NON REFUNDABLE
13560,BED IN 6 BED MALE DORM SHARED BATHROOM
14126,BED IN 6 BED MALE DORM SHARED BATHROOM   TARIFA EMPAQUETADA
13556,BED IN 6 BED MALE DORM SHARED BATHROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
13468,BED IN 6 BED MIXED DORMITORY ROOM
