id,nombre,category_id,category,text_length,word_count,has_bed_info,has_rate_info,has_apartment,has_family_room,has_studio,has_shared_room,has_suite,has_junior_suite,has_premium_room,has_deluxe_room,has_superior_room,has_quadruple_room,has_triple_room,has_double_room,has_standard_room,has_classic_room
13540,1 BEDROOM DELUXE APARTMENT,0,APARTMENT,26,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14105,1 BEDROOM SINGLE APARTMENT,0,APARTMENT,26,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11085,1 BEDROOM SUITE,4,SUITE,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12187,1 BEDROOM SUITE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,4,SUITE,61,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17015,1 BEDROOM SUITE FLASH SALE,4,SUITE,26,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12773,1 BEDROOM SUITE OCEAN VIEW,4,SUITE,26,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11170,1 BEDROOM SUITE SEA VIEW,4,SUITE,24,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12266,1 BEDROOM SUITE SEA VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,4,SUITE,70,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13531,1 BEDROOM SUPERIOR APARTMENT,8,SUPERIOR ROOM,28,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14090,1 BEDROOM SUPERIOR APARTMENT NON REFUNDABLE,8,SUPERIOR ROOM,43,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11079,1 DOUBLE BED  DELUXE VILLAGE VIEW  NONSMOKING,7,DELUXE ROOM,45,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11107,1 DOUBLE BED  PREMIUM LATERAL OCEAN VIEW  NONSMOKING,6,PREMIUM ROOM,52,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11128,1 DOUBLE BED  PREMIUM OCEAN FRONT  NONSMOKING,6,PREMIUM ROOM,45,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11173,1 DOUBLE BED  PREMIUM OCEAN VIEW JUNIOR SUITE  NONSMOKING,5,JUNIOR SUITE,57,9,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
162,1 DOUBLE BED 2 ADULTS,11,DOUBLE ROOM,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12173,1 DOUBLE BED DELUXE VILLAGE VIEW NON SMOKING,7,DELUXE ROOM,44,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12199,1 DOUBLE BED PREMIUM LATERAL OCEAN VIEW NON SMOKING,6,PREMIUM ROOM,51,9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12290,1 DOUBLE BED PREMIUM OCEAN FRONT HIGH FLOOR/NON SMOKING,6,PREMIUM ROOM,55,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12260,1 DOUBLE BED PREMIUM OCEAN VIEW JUNIOR SUITE NON SMOKING,5,JUNIOR SUITE,56,10,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
11479,1 DOUBLE BED STANDARD,11,DOUBLE ROOM,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14171,1 DOUBLE BED STANDARD    NO REEMBOLSABLE,11,DOUBLE ROOM,40,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12143,1 DOUBLE BED STANDARD CITY VIEW,11,DOUBLE ROOM,31,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11494,1 DOUBLE BED STANDARD SINGLE SOFA BED,11,DOUBLE ROOM,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12119,1 DOUBLE BED STANDARD SMOKING,11,DOUBLE ROOM,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14169,1 DOUBLE BED STANDARD SMOKING    NO REEMBOLSABLE,11,DOUBLE ROOM,48,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14174,1 DOUBLE BED STANDARD SMOKING   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,69,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12149,1 DOUBLE BED STANDARD SOFA BED,11,DOUBLE ROOM,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11903,1 DOUBLE BED STANDARD WITH SOFA BED,11,DOUBLE ROOM,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11415,1 DOUBLE STANDARD,11,DOUBLE ROOM,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14376,1 DOUBLE STANDARD    NO REEMBOLSABLE,11,DOUBLE ROOM,36,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1298,1 DOUBLE STANDARD ACCESSIBLE,11,DOUBLE ROOM,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1300,1 DOUBLE STANDARD SINGLE SOFA BED,11,DOUBLE ROOM,33,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1299,1 DOUBLE STANDARD SOFA BED,11,DOUBLE ROOM,26,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14377,1 DOUBLE STANDARD SOFA BED    NO REEMBOLSABLE,11,DOUBLE ROOM,45,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11360,1 KING  JUNIOR SUITE PARK VIEW,5,JUNIOR SUITE,30,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11594,1 KING BED 1 BEDROOM SUITE SOFA BED,4,SUITE,35,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16895,1 KING BED JUNIOR SUITE NON SMOKING,5,JUNIOR SUITE,35,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16919,1 KING BED JUNIOR SUITE NON SMOKING   TARIFA EMPAQUETADA,5,JUNIOR SUITE,56,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16905,1 KING BED JUNIOR SUITE NON SMOKING + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,5,JUNIOR SUITE,81,12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16888,1 KING BED NON SMOKING,12,STANDARD ROOM,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16917,1 KING BED NON SMOKING   TARIFA EMPAQUETADA,12,STANDARD ROOM,43,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16899,1 KING BED NON SMOKING + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,12,STANDARD ROOM,68,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16778,1 KING BED ROOM,12,STANDARD ROOM,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11523,1 KING BED STANDARD,12,STANDARD ROOM,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12238,1 KING BED SUITE,4,SUITE,16,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12265,1 KING BED SUITE RIVER VIEW NON SMOKING,4,SUITE,39,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15416,"1 KING BED, SUITE, RIVER VIEW, NON SMOKING",4,SUITE,42,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12650,1 KING CLASSIC OCEAN VIEW,13,CLASSIC ROOM,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12737,1 KING JUNIOR SUITE OCEAN VIEW,5,JUNIOR SUITE,30,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12472,1 KING JUNIOR SUITE PARK VIEW,5,JUNIOR SUITE,29,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
547,1 KING PREMIUM,6,PREMIUM ROOM,14,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
545,1 KING PREMIUM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,6,PREMIUM ROOM,60,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11021,1 KING PREMIUM BALCONY,6,PREMIUM ROOM,22,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14176,1 KING PREMIUM BALCONY    NO REEMBOLSABLE,6,PREMIUM ROOM,41,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12136,1 KING PREMIUM BALCONY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,6,PREMIUM ROOM,68,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11034,1 KING PREMIUM BALCONY SEA VIEW,6,PREMIUM ROOM,31,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12146,1 KING PREMIUM BALCONY SEA VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,6,PREMIUM ROOM,77,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11022,1 KING PREMIUM INTERIOR,6,PREMIUM ROOM,23,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14178,1 KING PREMIUM INTERIOR    NO REEMBOLSABLE,6,PREMIUM ROOM,42,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12139,1 KING PREMIUM INTERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,6,PREMIUM ROOM,69,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14768,1 MURPHY BED  DELUXE  FAMILY ROOM  NON SMOKING   SINGLE OCCUPANCY   FULL BOARD INCLUDED,1,FAMILY ROOM,87,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11213,1 MURPHY BED  DELUXE  FAMILY ROOM  NONSMOKING,1,FAMILY ROOM,45,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11172,1 MURPHY BED  DELUXE FAMILY ROOM  NONSMOKING,1,FAMILY ROOM,44,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12261,1 MURPHY BED DELUXE FAMILY ROOM NON SMOKING,1,FAMILY ROOM,43,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14072,1 PERSON IN 4 BED DORMITORY   MIXED,12,STANDARD ROOM,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14071,1 PERSON IN 8 BED DORMITORY   MIXED,12,STANDARD ROOM,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12302,1 QN BED PREMIUM OCEAN VIEW SUITE NON SMOKING,4,SUITE,45,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11386,1 QUEEN 2 TWIN PREMIUM,6,PREMIUM ROOM,22,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11223,1 QUEEN BED  PREMIUM OCEAN VIEW SUITE  NONSMOKING,4,SUITE,49,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
454,1 QUEEN BED STANDARD,12,STANDARD ROOM,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14594,1 QUEEN BED STANDARD    NO REEMBOLSABLE,12,STANDARD ROOM,39,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,1 QUEEN CLASSIC,13,CLASSIC ROOM,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,1 QUEEN CLASSIC    NO REEMBOLSABLE,13,CLASSIC ROOM,34,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11338,1 QUEEN CLASSIC BALCONY,13,CLASSIC ROOM,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11253,1 QUEEN CLASSIC CITY VIEW,13,CLASSIC ROOM,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14273,1 QUEEN CLASSIC CITY VIEW    NO REEMBOLSABLE,13,CLASSIC ROOM,44,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11280,1 QUEEN CLASSIC RIVER VIEW,13,CLASSIC ROOM,26,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,1 QUEEN STANDARD,12,STANDARD ROOM,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,1 QUEEN STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,12,STANDARD ROOM,62,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5345,13 días Ponferrada - Santiago de Compostela,12,STANDARD ROOM,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,2 ADULTS+1CHILD,12,STANDARD ROOM,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14125,2 BEDROOM APARTMENT WITH TERRACE NON REFUNDABLE,0,APARTMENT,47,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14045,2 BEDROOM FAMILY APARTMENT,1,FAMILY ROOM,26,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11244,2 BEDROOM SUITE,4,SUITE,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12322,2 BEDROOM SUITE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,4,SUITE,61,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11284,2 BEDROOM SUITE SEA VIEW,4,SUITE,24,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12379,2 BEDROOM SUITE SEA VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,4,SUITE,70,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14067,2 BEDROOMS PREMIUM SINGLE SUITE,4,SUITE,31,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14109,2 BEDROOMS SINGLE APARTMENT WITH RIVER VIEW,0,APARTMENT,43,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
682,2 CONNECTINGROOMS FAMILYROOM,1,FAMILY ROOM,28,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14977,2 DOUBLE BEDS,11,DOUBLE ROOM,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16779,2 DOUBLE BEDS ROOM,11,DOUBLE ROOM,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12208,2 DOUBLE BEDS STANDARD,11,DOUBLE ROOM,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12196,2 DOUBLE BEDS STANDARD CITY VIEW,11,DOUBLE ROOM,32,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1099,2 DREAMER DOUBLE ROOM (MI   QUEN),11,DOUBLE ROOM,33,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3103,2 noches Viernes,12,STANDARD ROOM,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16906,2 QUEEN BEDS DELUXE FAMILY ROOM CITY VIEW NON SMOKING,1,FAMILY ROOM,53,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16902,2 QUEEN BEDS MOBILITY ACCESSIBLE ROOM NON SMOKING,12,STANDARD ROOM,49,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,2 QUEEN BEDS MOBILITY ACCESSIBLE ROOM NON SMOKING + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,12,STANDARD ROOM,95,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16889,2 QUEEN BEDS NON SMOKING,12,STANDARD ROOM,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16918,2 QUEEN BEDS NON SMOKING   TARIFA EMPAQUETADA,12,STANDARD ROOM,45,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11477,2 SINGLE BEDS STANDARD,12,STANDARD ROOM,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14381,2 SINGLE BEDS STANDARD    NO REEMBOLSABLE,12,STANDARD ROOM,41,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1264,2 SINGLE STANDARD,12,STANDARD ROOM,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14375,2 SINGLE STANDARD    NO REEMBOLSABLE,12,STANDARD ROOM,36,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1437,2 SUPERIOR ROOM (MI   DQUE),8,SUPERIOR ROOM,27,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11109,2 TWIN BEDS  ACCESSIBLE  NONSMOKING,12,STANDARD ROOM,35,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11078,2 TWIN BEDS  DELUXE VILLAGE VIEW  NONSMOKING,7,DELUXE ROOM,44,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11108,2 TWIN BEDS  PREMIUM LATERAL OCEAN VIEW  NON SMOKING,6,PREMIUM ROOM,52,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11127,2 TWIN BEDS  PREMIUM OCEAN FRONT  NONSMOKING,6,PREMIUM ROOM,44,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12200,2 TWIN BEDS ACCESSIBLE NON SMOKING,12,STANDARD ROOM,34,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12172,2 TWIN BEDS DELUXE VILLAGE VIEW NON SMOKING,7,DELUXE ROOM,43,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12201,2 TWIN BEDS PREMIUM LATERAL OCEAN VIEW NON SMOKING,6,PREMIUM ROOM,50,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12289,2 TWIN BEDS PREMIUM OCEAN FRONT HIGH FLOOR NON SMOKING,6,PREMIUM ROOM,54,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12223,2 TWIN BEDS PREMIUM OCEAN FRONT NON SMOKING,6,PREMIUM ROOM,43,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,2 TWIN BEDS STANDARD,12,STANDARD ROOM,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11515,2 TWIN BEDS STANDARD SINGLE SOFA BED,12,STANDARD ROOM,36,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13513,2 TWIN BEDS SUPERIOR ROOM RIVER VIEW NON SMOKING,8,SUPERIOR ROOM,48,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15392,"2 TWIN BEDS, SUPERIOR ROOM, RIVER VIEW, NON SMOKING",8,SUPERIOR ROOM,51,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
484,2 TWIN CLASSIC,13,CLASSIC ROOM,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,2 TWIN CLASSIC    NO REEMBOLSABLE,13,CLASSIC ROOM,33,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11283,2 TWIN CLASSIC RIVER VIEW,13,CLASSIC ROOM,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,2 TWIN DELUXE,7,DELUXE ROOM,13,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12716,2 TWIN PREMIUM OCEAN VIEW,6,PREMIUM ROOM,25,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11464,2 TWIN STANDARD,12,STANDARD ROOM,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14380,2 TWIN STANDARD    NO REEMBOLSABLE,12,STANDARD ROOM,34,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11012,2 TWIN STANDARD SEA VIEW BALCONY,12,STANDARD ROOM,32,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14173,2 TWIN STANDARD SEA VIEW BALCONY    NO REEMBOLSABLE,12,STANDARD ROOM,51,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14179,2 TWIN STANDARD SEA VIEW BALCONY   TARIFA EMPAQUETADA    NO REEMBOLSABLE,12,STANDARD ROOM,72,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12126,2 TWIN STANDARD SEA VIEW BALCONY + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,12,STANDARD ROOM,78,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1634,2AD+1CHILD ATIC,12,STANDARD ROOM,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14124,3 BEDROOM APARTMENT UPPER FL. NON REFUNDABLE,0,APARTMENT,44,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14113,3 BEDROOMS APARTMENT,0,APARTMENT,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,3 SUPERIOR TRIPLE ROOM (MI   DSUN),8,SUPERIOR ROOM,34,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4465,36 dias San Sebastian-Santiago de Compostela 2025,12,STANDARD ROOM,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,4 DELUXE ROOM (MI   DKNG),7,DELUXE ROOM,25,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2806,5 JUNIOR SUITE (MI   JSTE),5,JUNIOR SUITE,26,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3121,5 noches (Domingo),12,STANDARD ROOM,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14521,501 BY LOVELYSTAY,12,STANDARD ROOM,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12793,6 BED FEMALE COMMUNITY DORM WITH SHARED BATHROOM,3,SHARED ROOM,48,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3340,ADULT EXTRA BED,12,STANDARD ROOM,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11258,ALFAMA PROMO,1,FAMILY ROOM,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11329,ALFAMA ROOM,1,FAMILY ROOM,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15871,ALFAMA ROOM 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 36%,1,FAMILY ROOM,116,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15870,ALFAMA ROOM 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 36%,1,FAMILY ROOM,120,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11314,ALFAMA ROOM NONREFUNDABLE,1,FAMILY ROOM,25,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11860,ALMADA NEGREIROS SUITE KING BD PANORAMIC VIEWS OF THE CITY LOCATED 3RD FLOOR,4,SUITE,76,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,ALWAYS ME COURTYARD VIEWS,12,STANDARD ROOM,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ALWAYS ME COURTYARD VIEWS    NO REEMBOLSABLE,12,STANDARD ROOM,44,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ALWAYS ME COURTYARD VIEWS   TARIFA EMPAQUETADA,12,STANDARD ROOM,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,AMBASSADOR SUITE,4,SUITE,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
977,APARTAMENTO,0,APARTMENT,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
987,APARTAMENTO   ESTANDARD APARTAMENTO STANDARD,12,STANDARD ROOM,44,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
